,Date,nps,Comment
1014,2023-04-09 20:53:18,10,por su facilidad de manejo web
1015,2023-04-09 20:52:22,9,parece bien
1016,2023-04-09 20:31:50,9,es rapido y sencillo
1017,2023-04-09 20:12:35,10,:)
1018,2023-04-09 20:05:39,10,Servicio muy practico
1019,2023-04-09 20:02:49,10,Me ayudaron muy bien
1020,2023-04-09 19:56:34,10,BUENA INTERFAZ
1021,2023-04-09 19:56:04,10,Esta sencillo y entendible
1022,2023-04-09 19:52:22,9,"No ha terminado el proceso, no lo sé"
1023,2023-04-09 19:51:22,10,buen servicio
1024,2023-04-09 19:41:48,10,El procedimiento esta muy claro
1025,2023-04-09 19:34:11,10,rapida y segura
1026,2023-04-09 19:31:41,10,Me gusta
1027,2023-04-09 19:12:53,10,facilidad y resultados
1028,2023-04-09 19:02:48,10,FACIL Y RAPIDO
1029,2023-04-09 18:59:39,10,todo bien
1030,2023-04-09 18:57:52,10,facilidad
1031,2023-04-09 18:52:21,9,FACIL ACCESO
1032,2023-04-09 18:50:58,10,"comodos , economico , exceltne servicio"
1033,2023-04-09 17:56:04,10,es bueno
1034,2023-04-09 17:23:14,9,ok
1035,2023-04-09 17:21:29,10,Super accesible
1036,2023-04-09 17:16:13,10,Costo
1037,2023-04-09 17:06:19,10,BUEN SERVICIO
1038,2023-04-09 16:16:12,10,muy ágil
1039,2023-04-09 16:13:19,10,muy práctico
1040,2023-04-09 16:08:36,10,Muy fácil y rápido
1041,2023-04-09 15:54:26,10,Muy buen servicio
1042,2023-04-09 15:52:24,10,ES SENCILLOS
1043,2023-04-09 15:41:32,9,es practica pero hay mucha informacion  vana en la interfas que hace desatinar a personas que no estan familiarizadas con el proceso
1044,2023-04-09 15:04:32,10,POR SUS PRECIOS ACCESIBLES
1045,2023-04-09 14:32:04,10,comodidad
1046,2023-04-09 14:30:23,9,faci;idades
1047,2023-04-09 13:30:47,10,Por la agilidad en el proceso
1048,2023-04-09 13:19:46,10,BARATO Y RAPIDO
1049,2023-04-09 07:00:53,10,Por que fue sencillo
1050,2023-04-09 06:20:39,10,nunca se han retrasado
1051,2023-04-09 05:28:55,10,facil
1052,2023-04-09 04:53:19,9,Muy bien todo
1053,2023-04-09 04:15:05,10,FACIL Y RAPIDO
1054,2023-04-09 04:01:50,9,por la facilidad de obtener mi pase de abordar
1055,2023-04-09 03:15:45,10,por que es muy accesible
1056,2023-04-09 03:02:49,10,"Es facil hacer el check in, gracias¡"
1057,2023-04-09 03:02:29,10,X
1058,2023-04-09 02:54:52,10,PUNTUALIDAD
1059,2023-04-09 02:46:48,10,precio y facilidad en la pagina
1060,2023-04-09 02:36:37,10,fua accesible
1061,2023-04-09 02:25:17,10,agil
1062,2023-04-09 01:51:14,9,es practico
1063,2023-04-09 01:50:12,10,es muy sencillo
1064,2023-04-09 01:35:34,10,Es rapida y clara
1065,2023-04-09 01:14:06,10,"rápido, seguro"
1066,2023-04-09 01:06:27,9,es rapido
1067,2023-04-09 00:37:51,10,porque son muy resolutivos
1068,2023-04-09 00:30:27,10,excelente servicio
1069,2023-04-09 00:21:29,9,Es buena
1070,2023-04-08 23:56:18,10,Accesibilidad
1071,2023-04-08 23:49:06,10,MUY EFICIENTE
1072,2023-04-08 23:26:26,10,Por la rapidez
1073,2023-04-08 23:11:43,10,Bueno
1074,2023-04-08 23:09:27,10,POR LAS TARIFAS BAJAS Y EL SERVICIO
1075,2023-04-08 22:34:17,10,LA PAGINA Y PROCESO MUY CONFIABLE Y AMIGABLE
1076,2023-04-08 22:21:35,10,PRACTICO
1077,2023-04-08 22:00:46,10,"Todavía no recibo el pase de abordar este día, pero en ocasiones anteriores ha sido muy bueno."
1078,2023-04-08 21:48:04,10,PRECISOS
1079,2023-04-08 21:45:16,9,Fácil y buen precio!
1080,2023-04-08 21:42:04,10,fácil de usar
1081,2023-04-08 21:41:33,10,la rapidez
1082,2023-04-08 21:23:11,10,El Viva Bot es muy eficiente
1083,2023-04-08 21:17:54,9,BUEN SERVICIO
1084,2023-04-08 21:10:41,9,El proceso de check-in es muy fácil y oportuno
1085,2023-04-08 20:55:39,10,excelente servicio
1086,2023-04-08 20:43:33,10,Fácil y práctico.
1087,2023-04-08 20:30:19,10,Muy bien servicio
1088,2023-04-08 20:27:32,10,PUNTUALES Y EXCELENTE ATENCION
1089,2023-04-08 20:20:05,10,"Están claras  las indicaciones y fáciles, así debe ser un buen servicio"
1090,2023-04-08 20:18:28,10,Muy fácil
1091,2023-04-08 20:12:56,10,na
1092,2023-04-08 20:11:13,10,ES AGIL Y RAPIDO EL SERVICIO
1093,2023-04-08 19:59:43,10,BUEN SERVICIO
1094,2023-04-08 19:46:27,10,FACILIDAD
1095,2023-04-08 19:36:20,10,"Me gusta el servicio en general, gracias"
1096,2023-04-08 19:31:47,9,servicio
1097,2023-04-08 19:29:43,10,Muy efeciente
1098,2023-04-08 19:15:06,10,es amigable el sistema
1099,2023-04-08 19:09:10,10,Muy versatil toda la pagina
1100,2023-04-08 18:21:40,10,-
1101,2023-04-08 18:07:34,10,"Es muy sencillo, intuitivo y rápido."
1102,2023-04-08 18:05:49,10,muy facil
1103,2023-04-08 18:03:08,10,ESTA MUY FACIL TODO
1104,2023-04-08 18:01:30,10,Rapido y sencillo
1105,2023-04-08 18:00:54,10,Si
1106,2023-04-08 17:46:48,10,buena experiencia
1107,2023-04-08 17:32:46,9,siempre he viajado por VIVA AEROBUS Y EL SERVICIO ES EXCELENTE
1108,2023-04-08 17:32:15,10,por la facilidad
1109,2023-04-08 17:08:04,10,FÁCIL DE USAR
1110,2023-04-08 17:07:46,10,ACCESIBILIDAD
1111,2023-04-08 17:07:13,10,facil
1112,2023-04-08 17:01:41,10,"Fácil, Rápido y practico"
1113,2023-04-08 16:57:43,10,accesibilidad e indicaciones claras
1114,2023-04-08 16:49:34,10,Todo bien
1115,2023-04-08 16:21:42,9,ESTOY SATISFECHO CON SUS SERVICIO
1116,2023-04-08 16:14:08,9,Buen servicio
1117,2023-04-08 16:13:25,10,rapido
1118,2023-04-08 16:10:04,10,Una linea muy confiable y rapido el sistema
1119,2023-04-08 15:13:16,10,MUY PUNTUALES
1120,2023-04-08 15:05:16,9,SI
1121,2023-04-08 14:56:55,10,PORQUE ES FACIL
1122,2023-04-08 14:54:50,9,servicio
1123,2023-04-08 14:42:43,9,simple y rapido
1124,2023-04-08 14:29:50,9,Facilidad de uso
1125,2023-04-08 13:37:43,9,buena atencion
1126,2023-04-08 08:09:32,10,muy util
1127,2023-04-08 08:07:19,10,por la facilidad brindada
1128,2023-04-08 06:02:19,9,En caso de que no existan dudas en el proceso y no se pierda más tiempo del necesario
1129,2023-04-08 05:58:11,10,Acceso fácil en la web
1130,2023-04-08 05:43:43,10,NO TE DEMORAS AL LLEGAR A DOCUMENTAR
1131,2023-04-08 05:35:46,10,muy buen servicion automatized
1132,2023-04-08 05:17:50,9,Sin dolor alguno!
1133,2023-04-08 05:02:04,10,es amigable y práctico
1134,2023-04-08 04:19:51,10,FACILIDAD EN LA APLICACION
1135,2023-04-08 03:59:25,10,por que si
1136,2023-04-08 03:58:15,10,muy facil acceder y muy claro
1137,2023-04-08 03:46:29,10,viva
1138,2023-04-08 03:38:31,10,un paquete completo y sencillo de pagar.
1139,2023-04-08 03:27:19,10,tramite agil y amigable
1140,2023-04-08 03:26:06,10,De momento sin problema
1141,2023-04-08 03:19:08,10,Muy simple
1142,2023-04-08 02:50:23,10,Practico
1143,2023-04-08 02:49:03,10,"servicio, atención y fácil uso de web"
1144,2023-04-08 02:40:46,10,Rapidez
1145,2023-04-08 02:30:32,10,Por tener buen servicios
1146,2023-04-08 02:06:34,10,PORQUE SON BUENOS
1147,2023-04-08 01:02:56,10,Muy sencillo
1148,2023-04-08 01:02:12,10,Facilidad de hacer check in
1149,2023-04-08 00:58:56,10,Por la sencillez y facilidad
1150,2023-04-08 00:54:39,10,PORQUE ES FACIL Y RAPIDO
1151,2023-04-08 00:53:27,9,buen servicio
1152,2023-04-08 00:33:04,10,Es muy fácil y rápido
1153,2023-04-08 00:17:04,10,"Aviones nuevos, deben de ser más flexibles en cambios y no cobrar, tener una tarifa $30 usd por maleta extra  25k"
1154,2023-04-08 00:13:42,10,rapidees
1155,2023-04-08 00:11:40,10,Facil de usar y entender.
1156,2023-04-07 23:37:04,9,"sería bueno que indicaran el detalle de lo que incluye el priority, ya que quizá si conviene usarlo si se ve  lo que incluye"
1157,2023-04-07 23:00:21,10,FACIL ENTENDIMIENTO
1158,2023-04-07 22:40:18,10,gracias
1159,2023-04-07 22:36:50,10,me gusta mucho viajar con ustede por sus precios
1160,2023-04-07 22:24:25,10,muy facil todo
1161,2023-04-07 22:07:06,9,EFICIENTE
1162,2023-04-07 22:06:50,9,AHORRAN TIEMPO
1163,2023-04-07 22:01:21,10,buen servicio
1164,2023-04-07 21:52:46,10,MAS  FACIL
1165,2023-04-07 21:43:48,10,Se me hizo fácil y claro el registro.
1166,2023-04-07 21:17:37,10,es muy agil
1167,2023-04-07 21:15:20,10,precio
1168,2023-04-07 21:11:40,10,fue facil y rapido.
1169,2023-04-07 20:44:29,10,amigable y rápido.
1170,2023-04-07 20:39:04,10,MUY BUENA
1171,2023-04-07 20:32:32,10,BUEN SERVICIO
1172,2023-04-07 20:26:04,10,por su facilidad
1173,2023-04-07 19:56:41,10,EFICIENCIA
1174,2023-04-07 19:32:49,10,economico
1175,2023-04-07 19:28:06,10,fácil de accesar
1176,2023-04-07 19:17:47,10,eficiente
1177,2023-04-07 19:14:47,9,SERVICIO RAPIDO
1178,2023-04-07 19:10:41,10,b
1179,2023-04-07 18:52:28,10,hasta la fecha no he tenido ningún problema
1180,2023-04-07 18:45:28,10,una excelente linea aerea
1181,2023-04-07 18:32:32,10,facil de realizar
1182,2023-04-07 18:27:06,10,Facil de buscar
1183,2023-04-07 18:26:06,10,Página confiable y de fácil uso.
1184,2023-04-07 18:18:11,10,MUY RAPIDO
1185,2023-04-07 18:12:45,10,"me agrada mucho su servicio, y he viajado varias ocasiones con ustedes y hasta ahora ningún problema, gracias."
1186,2023-04-07 18:04:10,10,buen servicio
1187,2023-04-07 18:01:04,9,facil acceso
1188,2023-04-07 17:58:18,10,Por lo claro y rápido
1189,2023-04-07 17:49:28,10,Porque es muy cómodo y eficiente
1190,2023-04-07 17:47:13,10,buen servicio
1191,2023-04-07 17:45:42,10,GRACIAS
1192,2023-04-07 17:40:14,10,POR RAPIDEZ
1193,2023-04-07 17:40:05,9,es mas rapido
1194,2023-04-07 17:38:21,10,ES FACIL Y RAPIDO
1195,2023-04-07 17:32:52,10,facil rapido y sencillo
1196,2023-04-07 17:22:25,9,SU ACCESIBILIDAD
1197,2023-04-07 17:20:40,10,EXCELENTES
1198,2023-04-07 17:09:39,10,Es mas como
1199,2023-04-07 16:56:55,10,Horarios
1200,2023-04-07 16:40:37,10,MUY BUENO
1201,2023-04-07 16:39:17,10,Bajo costo
1202,2023-04-07 16:27:37,10,MUY BUENO
1203,2023-04-07 16:13:48,10,excelente plataforma
1204,2023-04-07 16:10:12,10,El trámite es fácil y rápido
1205,2023-04-07 16:08:45,10,excelente servcio on line
1206,2023-04-07 16:05:18,10,muy bien
1207,2023-04-07 15:56:55,10,Rapidez
1208,2023-04-07 15:55:05,10,MUY RAPIDO
1209,2023-04-07 15:40:18,10,me gusta
1210,2023-04-07 15:39:06,9,Es amigable con el usuario
1211,2023-04-07 15:36:13,9,facil y rapido
1212,2023-04-07 15:27:07,10,"La interaccion con la pagina web es muy util, facil y productiva."
1213,2023-04-07 14:32:51,10,facil de usar y rapido
1214,2023-04-07 14:19:37,10,fue rapido el check in
1215,2023-04-07 14:08:33,10,buena aerolinea
1216,2023-04-07 13:46:48,10,por su excelente servicio
1217,2023-04-07 11:58:04,10,muy bien
1218,2023-04-07 06:50:05,10,Es muy fácil realizarlo
1219,2023-04-07 06:14:12,10,Por un excelente servicio siempre miy recomendable
1220,2023-04-07 06:09:17,10,eficiente
1221,2023-04-07 06:02:14,10,Son buenos
1222,2023-04-07 05:54:04,10,LA FACILIDAD PARA OBTENER EL CHECK IN
1223,2023-04-07 05:38:53,10,Todo bien
1224,2023-04-07 04:45:18,10,Intiutiva y fácil de usar
1225,2023-04-07 04:34:14,10,ES AMIGABLE
1226,2023-04-07 04:10:04,9,Na
1227,2023-04-07 03:58:14,9,Rapidez
1228,2023-04-07 03:55:28,10,ECONOMIA Y EFICACIA
1229,2023-04-07 03:53:03,10,ES EXCELENTE
1230,2023-04-07 03:51:08,10,por facilidad  y comodidad
1231,2023-04-07 03:20:33,10,FACIL Y PRACTICO
1232,2023-04-07 03:14:24,10,SERVICIO EXCELENTE
1233,2023-04-07 03:12:41,10,gran servicio
1234,2023-04-07 03:11:09,9,ES FACIL
1235,2023-04-07 03:07:47,9,me gusta
1236,2023-04-07 03:03:25,10,muy facil
1237,2023-04-07 03:02:47,10,PORQUE MAYRA ME DIJO
1238,2023-04-07 02:51:53,10,Por buen servicio
1239,2023-04-07 02:34:21,9,OK
1240,2023-04-07 02:30:10,10,bueno
1241,2023-04-07 02:28:38,10,Son agiles
1242,2023-04-07 02:20:48,9,AMIGABLE
1243,2023-04-07 02:03:36,10,es un proceso facil
1244,2023-04-07 02:02:43,10,todo excelente
1245,2023-04-07 01:59:04,10,"Precios, Calidad y Eficacia"
1246,2023-04-07 01:43:48,9,EXCELENTE SERVICIO
1247,2023-04-07 01:28:07,10,porque es muy sencillo el proceso
1248,2023-04-07 01:04:18,10,RAPIDO
1249,2023-04-07 01:03:04,9,fhjfghjgfhgfh
1250,2023-04-07 00:54:29,10,Rapido
1251,2023-04-07 00:44:44,10,Muy FACIL DE REALIZAN
1252,2023-04-07 00:33:26,10,RAPIDEZ
1253,2023-04-07 00:20:30,10,x
1254,2023-04-07 00:18:04,9,precio
1255,2023-04-07 00:00:55,9,MUY FACIL
1256,2023-04-07 00:00:37,10,mas practico y comodo
1257,2023-04-07 00:00:23,10,muy facil
1258,2023-04-06 23:30:33,10,"facilidad, eficacia"
1259,2023-04-06 23:29:52,9,Proceso fácil y rápido.
1260,2023-04-06 23:27:18,10,Calidad y precios...
1261,2023-04-06 23:23:14,10,POR TODO
1262,2023-04-06 23:18:50,10,me auxilio
1263,2023-04-06 23:02:10,10,excelente
1264,2023-04-06 23:00:07,10,ES FACIL
1265,2023-04-06 22:54:10,10,excelente servicio
1266,2023-04-06 22:33:37,9,Es mas rapido y efectivo el servicio.
1267,2023-04-06 22:28:43,9,"Fácil, práctico, rápido y muy amigable."
1268,2023-04-06 22:27:44,10,excelente servicio
1269,2023-04-06 22:11:17,9,ES UTIL
1270,2023-04-06 22:01:19,10,excelente servicio
1271,2023-04-06 21:57:16,9,por confiables
1272,2023-04-06 21:56:36,10,Muy fácil y rápido
1273,2023-04-06 21:55:54,10,tienen buen servicio
1274,2023-04-06 21:46:07,10,es rapido
1275,2023-04-06 21:43:06,10,bien
1276,2023-04-06 21:41:04,9,por que es muy practico
1277,2023-04-06 21:15:24,9,porque en linea y electronico facilita mucho el tramite
1278,2023-04-06 21:09:04,10,por ser muy facil el tramite
1279,2023-04-06 21:04:39,10,POR EL SERVICIO QUE ES BUENO
1280,2023-04-06 20:41:05,10,rapido y eficiente
1281,2023-04-06 20:31:11,10,EXPERTISE
1282,2023-04-06 20:26:55,9,Muy amigable la página
1283,2023-04-06 20:20:16,10,TODO BIEN
1284,2023-04-06 20:14:25,10,POR SER UN SERVICIO SERIO Y RAPIDO
1285,2023-04-06 20:05:33,10,Es muy rapido y facil
1286,2023-04-06 19:56:46,10,Precio
1287,2023-04-06 19:52:36,10,Ha sido muy sencillo hacer mi reservación
1288,2023-04-06 19:30:59,10,RAPIDEZ
1289,2023-04-06 19:26:07,10,Rapidez
1290,2023-04-06 19:20:13,9,Es amigable
1291,2023-04-06 19:17:38,10,por ser agil
1292,2023-04-06 19:13:23,9,buen servicio
1293,2023-04-06 18:57:03,10,bueno
1294,2023-04-06 18:48:57,10,EXCELENTE SERVICIO
1295,2023-04-06 18:46:27,10,FACIL Y RAPIDO
1296,2023-04-06 18:43:47,10,PROCESO DE COMPRA Y WEB CHECK IN ÁGIL
1297,2023-04-06 18:40:26,10,puntuales y buena atencion
1298,2023-04-06 18:38:08,9,Fácil
1299,2023-04-06 18:30:34,10,ATENCION
1300,2023-04-06 18:17:46,10,por que es facil
1301,2023-04-06 18:17:44,10,todo bien
1302,2023-04-06 18:11:16,9,me gusta
1303,2023-04-06 17:58:49,10,muy fácil
1304,2023-04-06 17:50:34,9,Todo rapido
1305,2023-04-06 17:47:04,9,BUEN SERVICIO
1306,2023-04-06 17:45:13,10,acceso
1307,2023-04-06 17:43:27,10,excelente
1308,2023-04-06 17:42:20,10,GRACIAS
1309,2023-04-06 17:33:16,10,ESTOY CONTENTAO CON EL SERVICIO
1310,2023-04-06 17:31:04,10,POR QUE ES MAS FACIL HACER EL TRAMITE EN LINEA
1311,2023-04-06 17:26:50,10,porque es práctico
1312,2023-04-06 17:23:50,10,Muy fácil de realizar
1313,2023-04-06 17:05:05,10,El tiempo de anticipación con el que te permite hacer Check-In es perfecto.
1314,2023-04-06 16:42:46,10,MUY FACILES
1315,2023-04-06 16:32:57,9,OK
1316,2023-04-06 16:30:41,9,Servicio
1317,2023-04-06 16:29:56,10,BUEN SERVICIO Y RAPIDO
1318,2023-04-06 16:19:32,10,OK
1319,2023-04-06 16:14:34,10,por que es facil y muy practico
1320,2023-04-06 16:13:46,10,muy buen funcionamiento del portal
1321,2023-04-06 16:10:46,9,Es bastante rápido y se puede hacer con tiempo de anticipación.
1322,2023-04-06 16:04:40,10,Eficiencia
1323,2023-04-06 15:56:22,10,TODO EXCELENTE
1324,2023-04-06 15:52:08,10,Facil y util de utilizar
1325,2023-04-06 15:38:47,10,EXCELENTES SERVICIOS Y MAS BARATOS LOS VUELOS
1326,2023-04-06 15:36:31,10,muy practica y rapida
1327,2023-04-06 15:30:23,10,Práctico y fácil de usar
1328,2023-04-06 15:29:55,10,COSTO
1329,2023-04-06 15:25:27,10,Facil de usar
1330,2023-04-06 15:05:32,10,POR LA RAPIDEZ Y SENCILLEZ DEL PROCESO
1331,2023-04-06 15:03:46,10,POR ATENCION Y PUNTUALIDAD
1332,2023-04-06 14:38:05,10,PROCESOS RAPIDOS
1333,2023-04-06 14:34:49,10,Sus vuelos son muy cómodos
1334,2023-04-06 14:29:04,10,Sencillo y rápido
1335,2023-04-06 14:10:42,10,excelente servicio
1336,2023-04-06 13:55:47,10,Rapido
1337,2023-04-06 13:21:04,10,Servicio bueno y económico.
1338,2023-04-06 13:18:04,9,Todo entendible y fluído
1339,2023-04-06 12:08:53,10,SENCILLO
1340,2023-04-06 08:38:30,10,muy practico
1341,2023-04-06 08:15:05,10,Es fácil
1342,2023-04-06 07:09:43,10,MUY RAPIDOS
1343,2023-04-06 06:59:25,9,.
1344,2023-04-06 06:51:24,9,porlaclaridad
1345,2023-04-06 06:18:07,10,SERVICIO
1346,2023-04-06 06:00:31,10,ES MUY FACIL DE REALIZAR
1347,2023-04-06 05:54:49,10,PRACTICO
1348,2023-04-06 05:51:15,10,si gracias.
1349,2023-04-06 05:44:24,10,FÁCIL Y RÁPIDO
1350,2023-04-06 05:13:54,10,Rapido y sencillo
1351,2023-04-06 04:58:48,10,ok
1352,2023-04-06 04:50:40,10,Muy Plactico
1353,2023-04-06 04:19:04,10,Precios bajos
1354,2023-04-06 04:16:05,9,.
1355,2023-04-06 04:06:28,9,ES MUY AMIGABLE Y EFICIENTE
1356,2023-04-06 04:00:12,10,rapidez y practicidad
1357,2023-04-06 03:52:45,10,Excelente servicio.
1358,2023-04-06 03:18:37,10,PORQUESI
1359,2023-04-06 03:18:36,10,Sencillo y cómodo
1360,2023-04-06 03:12:04,10,rapidez
1361,2023-04-06 03:09:48,10,buen atencion
1362,2023-04-06 02:59:04,10,FÁCIL
1363,2023-04-06 02:58:04,10,PORQUE ES MÁS SENCILLO.
1364,2023-04-06 02:56:57,10,"muy práctico hacerlo en linea, ya que uno se ahorra tiempo"
1365,2023-04-06 02:40:23,10,EXCELENTE SERVICIO
1366,2023-04-06 02:27:24,9,"Por lo fácil que es , y asi no hago filas"
1367,2023-04-06 02:19:34,10,rapidez
1368,2023-04-06 01:44:47,10,excelente servicio
1369,2023-04-06 01:36:24,10,EXCELENTE
1370,2023-04-06 01:32:15,10,Mas rapido y efectivo
1371,2023-04-06 01:26:12,10,por rapido
1372,2023-04-06 01:13:38,10,Porque he tenido vuelos tranquilos.
1373,2023-04-06 01:04:40,10,son amigables con los discapacitados
1374,2023-04-06 00:57:49,10,Rapidez
1375,2023-04-06 00:46:27,10,rapido check in
1376,2023-04-06 00:40:07,9,Muy fácil y rápido
1377,2023-04-06 00:39:04,9,ahorra tiempo
1378,2023-04-06 00:25:18,10,por su eficiencia
1379,2023-04-06 00:21:04,10,RAPIDO
1380,2023-04-06 00:11:08,10,muy bueno
1381,2023-04-06 00:06:07,10,Buena Experiencia
1382,2023-04-06 00:00:29,10,Es muy facil realizarlo
1383,2023-04-05 23:53:38,10,Muy recomendable facil accesible y practico
1384,2023-04-05 23:52:26,9,OK
1385,2023-04-05 23:47:32,9,BUEN SERVICIO
1386,2023-04-05 23:40:53,10,Facil y rapido
1387,2023-04-05 23:34:28,10,muy eficiente
1388,2023-04-05 23:32:16,10,PORQUE LA PAGINA ES VELOZ Y SENCILLA DE UTILIZAR
1389,2023-04-05 23:30:07,10,por rapidez
1390,2023-04-05 23:30:06,10,Fácil y rapido
1391,2023-04-05 23:29:15,10,buen trato
1392,2023-04-05 23:16:04,10,Gracias
1393,2023-04-05 23:15:42,10,si
1394,2023-04-05 23:14:08,10,Facilidad
1395,2023-04-05 23:13:44,10,BUENO
1396,2023-04-05 23:10:13,10,Ninguno
1397,2023-04-05 23:10:05,10,Fácil
1398,2023-04-05 23:05:05,10,Ahorras tiempo
1399,2023-04-05 23:01:04,10,BIEN
1400,2023-04-05 22:49:05,10,porque es sencillo hacer check in y reservas
1401,2023-04-05 22:29:47,10,Es muy rápido y fácil.
1402,2023-04-05 22:12:04,10,PORQUE HA SIDO MUY INTUITIVO EL PROCESO
1403,2023-04-05 22:11:35,10,BUEN SERVICIO
1404,2023-04-05 22:09:46,10,POR EL PRECIO
1405,2023-04-05 22:04:38,9,El proceso es sencillo
1406,2023-04-05 21:41:33,10,todo ok
1407,2023-04-05 21:37:42,10,Es muy facil y rapdio
1408,2023-04-05 21:09:36,9,Buenso precios
1409,2023-04-05 21:08:33,9,Facilidad par ahacer le check in
1410,2023-04-05 21:04:47,10,CALIDAD Y SERVICIO
1411,2023-04-05 21:02:10,10,10
1412,2023-04-05 20:56:29,10,está muy bien
1413,2023-04-05 20:43:40,10,rápido y sencillo
1414,2023-04-05 20:37:19,9,sin problema
1415,2023-04-05 20:27:05,10,Esta muy ágil
1416,2023-04-05 20:18:05,10,BUEN SERVICIO
1417,2023-04-05 20:13:56,10,excelenteservio
1418,2023-04-05 20:10:48,10,eficiencia
1419,2023-04-05 20:08:36,10,Es facil
1420,2023-04-05 20:00:52,9,buen servicio
1421,2023-04-05 19:59:04,10,gracias
1422,2023-04-05 19:56:58,9,buen servicio
1423,2023-04-05 19:46:48,10,PRACTICIDAD
1424,2023-04-05 19:46:47,10,Muy fácil
1425,2023-04-05 19:45:41,10,Rapido
1426,2023-04-05 19:37:05,10,economico y sensillo de entender
1427,2023-04-05 19:35:09,10,MUY SENCILLO Y PRACTICO
1428,2023-04-05 19:34:50,10,Por es un proceso sencillo y rápido
1429,2023-04-05 19:30:46,10,Es rápido y fácil
1430,2023-04-05 19:30:37,10,BIEN
1431,2023-04-05 19:09:43,9,"Por que hasta ahorita todo va bien, sin problemas, facil de usar"
1432,2023-04-05 19:08:44,10,buen servicio
1433,2023-04-05 18:57:25,9,n
1434,2023-04-05 18:57:04,10,BIEN
1435,2023-04-05 18:47:50,10,POR SU EFICIENCIA
1436,2023-04-05 18:47:09,9,OK
1437,2023-04-05 18:45:07,9,TODO SUPER
1438,2023-04-05 18:35:45,10,Chingón!!
1439,2023-04-05 18:32:25,10,ES UN PROCESO ÁGIL
1440,2023-04-05 18:16:47,10,MUY EFICIENTE Y FÁCIL
1441,2023-04-05 18:16:25,10,excelente
1442,2023-04-05 18:15:10,10,TODO ES MUY PROFESIONAL
1443,2023-04-05 18:06:51,10,Super facil y rapido
1444,2023-04-05 18:04:07,10,BASTANTE PRACTICO
1445,2023-04-05 18:01:27,10,"AGIL, AMIGABLE"
1446,2023-04-05 17:55:28,10,Gran facilidad de hacer el proceso!
1447,2023-04-05 17:51:20,10,PRECIO SERVICIO
1448,2023-04-05 17:51:06,10,Rapido y eficiente
1449,2023-04-05 17:46:06,10,100
1450,2023-04-05 17:41:37,10,van mejorando  dia a dia....felicidades
1451,2023-04-05 17:41:05,10,muy amigable
1452,2023-04-05 17:35:06,10,excelente servicio para mascotas y vuelos de cancun a leon
1453,2023-04-05 17:34:28,9,Fue Sencillo
1454,2023-04-05 17:32:04,10,por el excelente precio y servicio
1455,2023-04-05 17:23:24,10,Muy fácil
1456,2023-04-05 17:08:23,10,rapidez
1457,2023-04-05 17:03:35,10,FUE MUY FACIL
1458,2023-04-05 17:00:45,9,Rapido y economicos
1459,2023-04-05 16:55:19,10,exelente
1460,2023-04-05 16:38:40,10,fácil
1461,2023-04-05 16:36:05,10,Muy amigable la web
1462,2023-04-05 16:34:21,10,rapides
1463,2023-04-05 16:34:08,10,Muy práctico
1464,2023-04-05 16:22:47,10,Gracias
1465,2023-04-05 16:18:11,10,Siempre llegan sus notificaciones a tiempo
1466,2023-04-05 16:13:21,10,buen servicio al cliente
1467,2023-04-05 15:49:40,10,todo los servicios que proporcionan en la web son excelentes
1468,2023-04-05 15:49:13,10,muy buena pagina
1469,2023-04-05 15:46:21,10,rapidez
1470,2023-04-05 15:44:12,10,BUEN SERVICIO
1471,2023-04-05 15:37:53,10,todo bien
1472,2023-04-05 15:34:26,10,MUY BIEN
1473,2023-04-05 15:32:04,10,La pagina es muy entendible
1474,2023-04-05 15:22:12,10,es muy practico
1475,2023-04-05 15:10:44,10,Por poder ajustar los horarios de vuelo
1476,2023-04-05 15:03:27,10,Muy Fácil de Operar
1477,2023-04-05 14:51:55,10,Cada vez mejor!
1478,2023-04-05 14:48:05,10,excelente servicio del joven Eduardo Ramos me guio en mi cambio de vuelo
1479,2023-04-05 14:41:04,10,Fácil y rápido.
1480,2023-04-05 14:39:46,9,sencillez
1481,2023-04-05 14:38:04,10,POR RAPIDO Y NADA COMPLEJO
1482,2023-04-05 14:11:13,10,muy buen servicio
1483,2023-04-05 13:43:54,10,excelente navegacion
1484,2023-04-05 13:42:55,10,FACILIDAD
1485,2023-04-05 13:38:41,10,excelente
1486,2023-04-05 13:37:05,10,Sencillez
1487,2023-04-05 13:33:28,10,asequible
1488,2023-04-05 13:26:05,10,Es muy practico y evitas estar haciendo fila
1489,2023-04-05 12:17:56,10,"Rápido, fácil y económico."
1490,2023-04-05 10:48:32,9,Es mas rapido y facil
1491,2023-04-05 10:27:51,10,SENCILLO
1492,2023-04-05 09:39:40,10,FACIL
1493,2023-04-05 09:18:49,9,Facilidad de tramites
1494,2023-04-05 07:46:21,9,Por que es fácil y rapido
1495,2023-04-05 07:40:28,10,MUY BUENAS OFERTAS
1496,2023-04-05 07:18:32,10,EXCELENTE
1497,2023-04-05 06:54:04,10,EFICAZ Y RAPIDO
1498,2023-04-05 05:56:03,10,Es rápido
1499,2023-04-05 05:54:30,10,AGILIDAD EN PROCESOS
1500,2023-04-05 05:50:35,10,muy bueno
1501,2023-04-05 05:18:55,10,lol
1502,2023-04-05 05:13:36,10,FACIL
1503,2023-04-05 05:10:44,10,FACIL Y ACCESIBLE
