Date,nps,text
2023-02-23,5,todo bien
2023-02-23,6,NO PONIENDO TANTOS PASOS PARA LA COMPRA
2023-02-23,8,que quiten el TUA por favor. su pagina es buena y me gusta pero los precios se han elevado demasiado con el TUA.
2023-02-23,7,los tqm
2023-02-23,5,Mi primer intento de compra fue rechazado por la página sin ninguna explicación.
2023-02-23,8,TIENE DEMASIADAS VARIABLES
2023-02-23,1,"Cuando habia reservado un vuelo, ya lo quitaron y tuve que comprar uno mas caro, muy chafas. Ni modo."
2023-02-23,2,No incluir el plan de proteccion en la forma de pago. seguro hay gente que se confunde.
2023-02-23,8,"ES MUY FACIL EL USO DE LAPAGINA LO QUE ES EXAGERADO SON LAS CUOTAS CASI CASI COBRAN POR EL OXIGENO QUE SE RESPIRA EN NEL AVION. SON UN MAL NECESARIO, LA GRAN VENTAJA DE LLEGAR RAPIDO AL DESTINO PERO DEMASIADO CARO."
2023-02-23,8,sin comentarios
2023-02-23,4,No
2023-02-23,0,"Esuve más de 1 hr tratando de realizar la reservación, pero no el sitio web me marcó diferentes errores.No hay consistencia y es tedioso hacer el proceso"
2023-02-23,7,XX
2023-02-23,7,Pongan el TUA desde el principio
2023-02-23,0,no acepta las tarjetas de credito ni formas de pago muy mal
2023-02-23,7,se cierra la sesión
2023-02-23,8,QUITAR  TANTA PUBLICIDAD
2023-02-23,8,quitar los costos en asientos
2023-02-23,5,poniendo las tarifas netas
2023-02-23,8,Especificar desde el primer momento de la compra los gastos adicionales del vuelo
2023-02-23,8,BUENA
2023-02-23,0,"NO ES JUSTIFICABLE QUE CUANDO SE ESTÁ REALIZANDO EL PAGO,  EL SISTEMA TE INDIQUE QUE LA TARIFA YA NO ES VALIDA Y TENGAMOS QUE BUSCAR OTRO VUELO."
2023-02-23,5,"menos pasos para la compra, por favor."
2023-02-23,7,La sesión expira rapidísimo. Fue molesto tener que volver a hacer todos los pasos solo por estar revisando la información a detalle.
2023-02-23,8,NO APARECIO MESES SIN INTERESES
2023-02-23,1,"Pesimo, no se pudo hacer la compra con tarjeta de credito de Colombia. Mil intentos y la transacción nunca llegó a mi banco."
2023-02-23,3,Es muy lento y muy confuzo  .  The go 3 Dias queried on comprar Estes boleros y no pie do . Espero tener suerte ahorita
2023-02-23,1,Avisando de inmediato cuando no pasa la tarjeta para que no se cancele la reservación 4 días después
2023-02-23,5,te cambian los precios en el tiempo que estas pagando
2023-02-23,8,Es un poco lento
2023-02-23,6,"EL SERVICIO  MUY LENTO Y NO ACEPTABA LOS DIFERENTES MEDIOS DE PAGO, MAS DE MEDIA  HORA PARA PAGAR"
2023-02-23,5,Piden los nombres de los pasajeros antes de reservar y eso es muy molesto.
2023-02-23,0,3 tarjetas diferentes y no me dejan pagar
2023-02-23,6,confusa y muchos cargos  poner el precio final
2023-02-23,8,intuitiva pero pierde uno de vista el costo durante varias etapas de la reserva
2023-02-23,1,"Me quieren agregar cobros cada 5 minutos, dejen de ofrecerme cosas que no quiero y tratar de engañarme para que las agregue. Tambien, muestrenme el precio total desde el principio"
2023-02-23,6,quitando el TUA
2023-02-23,0,¡No es posible pagar con tarjetas diferentes!
2023-02-23,7,mejorando la calidad de los vuelos por las maletas
2023-02-23,6,tarda mucho en cargar
2023-02-23,8,"Las acostumbro a hacer del movi, es mas agil"
2023-02-23,2,no cambiando los precios sube y sube
2023-02-23,1,NO PUDE REALIZAR MI RESERVA YA INTENTE 2 VECES
2023-02-23,2,Tarda mucho
2023-02-23,8,precios
2023-02-23,8,"CAMBIANDO LA MNERA DE PONER LA FECHA DE NACIMIENTO, SOLO DA OPCION LLENDOSE ATRAS MES POR MES"
2023-02-23,8,mejores horarios
2023-02-23,3,"Es horrible tener que hacer TODOS LOS PASOS para ver el total de lo que costaría tu viaje. Todos queremos asientos y todos tenemos que pagar el TUA, agrégenlo en el costo inicial y hagan todo más fácil para los usuarios."
2023-02-23,5,PORQUE NO ME APARECIO LA OPCION A MESES SIN INTERESES.!!!!! SI APARECIA EN EL TIPO LIGHT
2023-02-23,7,demasiados pasos antes de la compra
2023-02-23,0,El pago no procesa
2023-02-23,7,promociones no requeridas puestas en automatica muy confusas
2023-02-23,2,muy compleja y engañoso el proceso de compra
2023-02-23,3,Esta muy mal planeada
2023-02-23,5,todo ok
2023-02-23,8,mejorar sus especificaciones en la pagina
2023-02-23,0,son una mierda solo compre por que no tuve ninguna mejor opción
2023-02-23,2,no funciona la compra en linea... finalmente tienes que hablar...
2023-02-23,7,NO LO SE
2023-02-23,3,"Pestañas o clicks engañosos, compré 2 vuelos con fechas equivocadas y finalmente este tercer boleto, estoy perdiendo mucho dinero, todo por querer ahorrar con ustedes"
2023-02-23,7,.
2023-02-23,1,"Demasiada publicidad engañosa, muy tardado!"
2023-02-23,3,"No me ha gustado que han incluído la protección de 12 dolares sin mi consentimiento.  Yo me quedé muy frustrado.  Al final, yo lo he retirado.  Pero no deben hacer esto.Tampoco me ha gustado que hán aumentado el precio del boleto.  You hago el click por un precio y al final pago otro precio."
2023-02-22,4,quitar tantos adicionales
2023-02-22,8,"Deberían tener mas claros todos los conceptos y los cargos, al final las cuentas no salen como las vemos cuando elegimos los vuelos. Aparte del TUA agregan otras cosas."
2023-02-22,7,SE COMPLICÓ MUCHO MI PAGO
2023-02-22,6,TARIFAS CLARAS Y TOTALIZADAS DESDE EL INICIO
2023-02-22,8,mas tiempo
2023-02-22,7,NO VAYAN AGREGANDO TODO POR SEPARADO
2023-02-22,2,"Es muy tardada al momento de reservar, se tarda mucho pensando. Me cancelo 3 veces mi reservación en una ocasión porque decía que la tarifa había cambiado. y en dos ocasiones mas la sesión expiró porque la pagina se quedaba pensando al momento de reservar vuelo."
2023-02-22,6,"Al final cuando ya para confirmar, que no fue posible por cambio de precio."
2023-02-22,1,es muy complicada
2023-02-22,0,SIENDO MAS DILIGENTES Y NO EMBARCANDO CON PAGOS DE MAS
2023-02-22,8,MAS VARIEDAD AL SELECCIONAR HOTELES
2023-02-22,4,"es demasiado caro, viajar con una mochila y sin un asiento, sobre todo cuando se compran boletos para más de 1 persona, es absurdo que no puedan dar asientos juntos."
2023-02-22,8,mas agilidad
2023-02-22,6,"POR FAVOR ACEPTEN EL PAGO, SI LA TARJETA ESTA EN ORDEN Y ES COSA DE VIVAEROBUS EL QUE NO ACEPTA LA COMPRA.FRECUENTEMENTE TENGO ESTE PROBLEMA AL VIAJAR POR VIVAEROBUS, Y EN ALGUNAS OCACIONES TENGO QUE RESERVAR A TRAVEZ DE SU CALL CENTER.CON OTRAS AEROLINEAS ESTO NO ME SUCEDE, AYUDENME!!!"
2023-02-22,0,NO ME DEJA HACER MI PAGO
2023-02-22,7,CAMBIAN LOS PRECIOS DE UN MOMENTO A OTRO
2023-02-22,0,"no moviendo los precios si te saca de la sesion que ya teniasque molestia, me salieron mas caros los boletos"
2023-02-22,0,Es una basura completa.
2023-02-22,1,"Incluir todos los costos y no irlos separando, porque así esta´muy difícil el proceso de compra"
2023-02-22,8,No pudo sacar la tarjeta de HSBC
2023-02-22,2,es lenta y confusa
2023-02-22,5,Muchos engaños para dar el costo total
2023-02-22,8,Que la sesión dure un poco más de tiempo
2023-02-22,8,"No me acepto elpago, entonces actualicé la pagina en lo que hice ese proceso ya habían subido de precio  los vuelos"
2023-02-22,8,Una interfaz mas amigable al usuario para elegir las maletas
2023-02-22,8,"El sitio tiene fallas tecnicas.  Estaba pagando un vuelo de 900 dlls con un certificado de VB en pesos. Desconto los dolares y luego me dijo que me quedaban 14,000 dlls de sobra en el certificado!  Volvi a iniciar el proceso y cambie el tipo de moneda a pesos, y ya salio que yo debia una diferencia, lo cual era correcto.  Pero errores de este tipo son muy delicados... Habra gente que pudiera aprovecharse... Revisen!"
2023-02-22,5,PORTAL MUY LENTO  Y TARDADO
2023-02-22,7,"Me confundió al momento de agregar un adicional que jamás seleccione, tuve que regresar varias veces para saber en qué momento lo seleccioné"
2023-02-22,5,"Asistencia inmediata, tuve problema con mis Tarjetas de crédito, no me aceptaba ninguna"
2023-02-22,8,.
2023-02-22,0,NO DEJA PAGAR CON TARJETAS
2023-02-22,8,hUBIERA DADO UN 10 PERO TUVE QUE HACER VARIOS INTENTOS.
2023-02-22,4,"Hay opciones que están agregadas al carrito por default. Qué maña tan estúpida para sacar más dinero. Son la opción más económica, y SE NOTA."
2023-02-22,8,No agregar cosas en automatico
2023-02-22,6,SI
2023-02-22,8,no me agrada que no incluya el TUA el preico y además que me carguen por default seguros
2023-02-22,5,teniendo meores precios y q no se trabe la paguina
2023-02-22,0,NUNCA
2023-02-22,5,se tarda en cargar
2023-02-22,7,asientos sin costo:(
2023-02-22,8,que solo de despliegue toda la info de los extras si uno tiene interes
2023-02-22,5,no poner tanto anuncio ni tanto procedimiento
2023-02-22,0,NO CAMBIAR LOS PRECIOS A LOS 10 MINUTOS
2023-02-22,7,"bien, solo no. me dejo pagar con tarjeta de debito."
2023-02-22,8,esta bueno
2023-02-22,8,DESDE EL PRINCIPIO DIGA LO QUE TE INCLUYE NO QUE LE VAN A UMENTOANDO POCO A POCO
2023-02-22,8,"Los cargos adicionales por la compra de servicios adicionales al vuelo son demasiado confusos. Tuve que escribir 4 veces al chat de contacto hasta que por fin encontre donde quitar el cargo por ""REEMBOLSO TOTAL"" que yo no solicite"
2023-02-22,0,Tener precios mas economicos para viajes inesperados/ de un dia a otro.
2023-02-22,8,Better flight time and deals
2023-02-22,8,"Es un poco tedioso ya que son muchos pasos, pero entiendo que son necesarios ya que dan muchas opciones."
2023-02-22,5,no
2023-02-22,5,"ES CONFUSA TAL VEZ PARA AGREGAR MAS COBROS AL VIAJE, CREO QUE PUEDEN HACERLA MAS AMIGABLE."
2023-02-22,8,No son honestos con los precios
2023-02-22,8,No me dio opción de pago a meses
2023-02-22,5,informacion mas clara y sin informacion engañosa
2023-02-22,8,menos procesos
2023-02-22,6,"Simplifiquen por favorNo cobren los asientos, es ridículo tener que pagar para elegir un asiento"
2023-02-22,5,muchos procesos debe de ser mas fácil sin menos pasos
2023-02-22,0,sus precios cambiaron de un momento a otro con la seleccion y se atreven a poner la imagen de un perro que es conocido por un meme.
2023-02-22,1,Mayor facilidad en colocar MSI
2023-02-22,7,MAS AGIL
2023-02-22,4,por las accesiblidad de pagos
2023-02-22,8,son buenos
2023-02-22,7,Porque no contener mejor las promociones
2023-02-22,5,De pronto te aparecen cargos o botones que casi casi te obligan a contratar algo que no quieres y tienes que andar buscando opciones.
2023-02-22,8,es complejo agregar los equipajes por separado en reservaciones de varias personas
2023-02-22,3,"Es confuso el tema de los cargos adicionales, seria mejor que los colocaran juntos, incluyendo el que aparece al final de reembolso total."
2023-02-22,8,falta especificar qye se compra
2023-02-22,8,los precios de viva fan no cambian a los tradicionales
2023-02-22,8,siendo puntuales
2023-02-22,2,"Arreglar el problema que te impide pagar, ya sea porque la reservación se redondea y el pago sale con decimales o porque no habilitan el pago con tarjeta"
2023-02-22,6,No agreguen tantos cargos extra
2023-02-22,7,"politicas de reembolsos y seguros mas claros. ejemplo, compre un seguro por retraso de vuelo, pero no se encuentra facilmente a partir de que tiempo de demora es aplicable."
2023-02-22,5,"dn demaciadas opciones las cuales pueden ser engañosas, demaciados plus, seguros,extras que hace que la compra sea tediosa"
2023-02-22,8,"si, demoro mucho en las cargas, y te pone mil cosas para hacer mil recargos"
2023-02-22,0,nada  intuitiva
2023-02-22,8,Siendo claros y no confundir con los botones para comprar mas cosas
2023-02-22,8,No tengo comentarios
2023-02-22,0,Solo pudimos pagar con Paypal
2023-02-22,8,ESTA MUY BIEN SU PORTAL
2023-02-22,8,No vendan o quieran vender tantos servicios u opciones
2023-02-22,8,MENOS CAMPOS
2023-02-22,5,muchas opciones es comlicaod comprar un boleto
2023-02-22,8,disminuir la carga visual en la pagina
2023-02-22,8,Que no te hagan cargos sin solicitarlos
2023-02-22,8,El servicio en el avión es fatal
2023-02-22,8,Que sea mas rapido y con menos opciones
2023-02-22,0,"Agregan cosas extras que no se pueden quitar como $133 por reembolso, nunca esta la opción de si lo quiero o no. Es un robo lo que hacen, y debemos reportarlos."
2023-02-22,8,"TE AGREGA PAGOS DE SERVICIOS ADICIONALES Y NO LOS QUIERO, Y TENGO QUE LLAMAR PARA SABER COMO LOS QUITO Y DUDAS, Y LE HE TENIDO QUE INVERTIR MUCHO TIEMPO, HACE MUHCO QUE VIAJE NO RECUERDO HABER BATALLADO TANTO."
2023-02-22,8,Hacer nas practica la selección de asientos
2023-02-22,0,"mas claros los precios, se pierde demasiadop tiempo en sus pinchis políticas de reservas ah! y eso de que haya un seguro de protección, ya ni la friegan ustedes deberían proporcionarlo en caso de una falla ya sea mecánica o administrativa, son la peor aerolinea, pinichis políticas de protección alcliente se las pasan por el arco del triufo"
2023-02-22,0,"Pésima, tiene muchas trampas para que compren opciones que incrementan tu pago."
2023-02-22,6,mucho trabajo para comprar un Boleto.. es mejor volaris
2023-02-22,7,El cambio de MXN y USD esta fatal.
2023-02-22,8,forma de pago con tarjeta de credito American Express no disponible
2023-02-22,3,ESTABLECER PRECIOS FIJOS Y REALES CON TUA INCLUIDO DESDE UN PRINCIPIO SIN TANTOS EXTRAS Y ADICIONES EN EL DESARROLLO DE LA RESEVACION
2023-02-22,6,QUE NO HAGAN CARGOS DE FORMA AUTOMÁTICA Y NO INCLUYAN TANTOS PASOS DE SELECCIÓN
2023-02-22,5,dr mejores precios
2023-02-22,0,la pagina se tarda mucho
2023-02-22,5,ES MUY MOLESTO QUE TE AGREGUEN EL REEMBOLOSO TOTAL ENNAUTOMÁTICO... SOLO POR ESO E HACE PENSAR QUE QUIERES HAER TONTA A LA GENTE
2023-02-22,8,No agregando servicios por default
2023-02-22,7,bien
2023-02-22,8,permitir pagar despues
2023-02-22,0,super mega hiper archirequete recontra lenta
2023-02-22,7,"tarde 5 horas para poder pagar mi vuelo, tienen probelams con la plataforma___==?????"
2023-02-22,0,que no me bloque
2023-02-22,8,MAS  BARATOS LOS VUELOS
2023-02-22,7,muchos pasos para terminar ñla compra
2023-02-22,0,Because I always have problems reserving
2023-02-22,6,"son demasiados pasos, sigo sin entender porque cobrar los asientos."
2023-02-22,4,"mucho por mejorar, sobre todo el tema de la seleccion de asientos"
2023-02-22,7,agregar el equipaje fue un caos. queria agregar para solo un pasajero y se lo agregaba a todos los que viajaban conmigo
2023-02-22,8,mucha inestabilidad en el sistema
2023-02-22,6,MUY COMPLICADA
2023-02-22,5,Los precios
2023-02-22,7,No deberían de agregar la protección de viaje automáticamente.
2023-02-22,7,cuando se llena un vuelo y te dice que no esta disponible poner una opcion para no volver a escribir todos los datos al seleccionar otro vuelo
2023-02-22,7,MOSTRAR DESDE EL PRINCIPIO PRECIOS REALES
2023-02-22,2,son muy confusos por la tarifa TUA
2023-02-22,4,Poder seleccionar diferentes categorìas de equipaje para diferentes pasajeros de una misma compra
2023-02-22,7,quieren aplicar  muchos servicos  para  cobrar....
2023-02-22,7,No subiendo tanto los precios
2023-02-22,8,Es mucho el costro de TUA
2023-02-22,5,un poco confusa
2023-02-22,5,SIMPLIFICANDO LAS PANTALLAS Y MENOS CONCEPTOS QUE CARGAR
2023-02-22,1,ok
2023-02-22,8,Separar la seleccion de equipaje light zero smart por pasajero
2023-02-22,7,.
2023-02-22,8,poniedo los precios en cada paquete que ofrece
2023-02-22,8,LENTO
2023-02-22,7,"La parte de los equipajes no fue muy clara, debido a que primero me dijo que me cobraban y luego me incluia asi que fue un poco dificil entender"
2023-02-22,0,ES MUY COMPLICADA
2023-02-22,5,no cargaba la pagina y tego internet elon musk
2023-02-22,7,mas horarios flexibles por favor.
2023-02-22,7,"Que le coloquen a las opciones extras, lo que incluye para estar claro"
2023-02-22,7,MEJOREN SU SISTEMA DE PAGOS CON TARJETA
2023-02-22,8,.
2023-02-22,1,"Es muy confuso el seguro de reembolso total, que no se puede quitar hasta que no se está a punto de realizar el pago. Deben ponerlo antes, es muy confuso y desesperante."
2023-02-22,0,doesnt accept amex cards.
2023-02-22,8,No poner tantas trampas
2023-02-22,8,"como beneficios de viva agencia deberian otorgar descuentos, monedero o bien beneficios por estar registrados comprando directo, como otras aerolineas ya que no se comisionan minimo asientos inlcuidos estaria genail"
2023-02-22,8,la forma de representar sus servicios a veces resulta confuso
2023-02-22,7,No me gusta que los precios terminan incrementando demasiado.
2023-02-22,7,Siguen sin incluir la maleta carry on y es por ley
2023-02-22,8,No está claro cómo registrarse para acumular doters
2023-02-22,8,Cambian las tarifas muy rápido.  Creo que podria mejorar la información sobre viajar con mascota. Mostrar ejemplos de las transportadoras permitidas
2023-02-22,7,LOS PRECIOS
2023-02-22,4,Tenia unos beneficios que no me fueron aplicados
2023-02-22,5,Estaría bien que dieran los precios ya con todo e impuestos
2023-02-22,0,Publicidad enganosa y cobros por cualquier ítem
2023-02-22,5,hacerlo mas facil
2023-02-22,8,"Todavia tengo mal sabor de boca de mi ultimo viaje a CAncún, espero en este todo este bien ya que acepte volar porque voy con el equpo de trabajo :("
2023-02-22,8,SIENDO MAS CLAROS EN CADA UNO DE SUS CONCEPTOS
2023-02-22,5,"Tube que iniciar el proceso 4 veces, al momento de pagar se traba y ya no se recupera"
2023-02-22,8,"El reembolso se puso automaticamente, se deberia decir en la parte de adicionales"
2023-02-22,8,.
2023-02-22,0,"terrible, a toda hora arroja error, incluso cuando se va a pagar"
2023-02-22,4,No te acepta el pago con tarjeta
2023-02-22,3,se agrego un cobro no deseado y no lo pude quitar ...eso es un robo
2023-02-22,7,"TUVE PROBLEMAS PARA PAGAR, SE QUEDÓ PENSANDO LA PÁGINA CUANDO LE DI PAGAR Y NO SE GENERABA LA RESERVACIÓN."
2023-02-22,5,EL TUA ES MUY CARO
2023-02-22,1,"Es engañosa y enredosa mal intencionada para que parezcan precios menores y adquirir de manera forzada amenidades, asi como aceptar correos de comerciales spam"
2023-02-22,8,POCO ENTENDIBLE.
2023-02-22,8,"HAY ALGUNOS PROBLEMAS AL MOMENTO DE PAGAR, PERO AL FIN PUDE OBTENER MI RESERVA. PUEDEN MEJORAR ESTE PUNTO"
2023-02-22,0,ME CAMBIARON EL COSTO A LA MITAD D ELA RESERVA
2023-02-22,7,Quiten tantas ventas adicionales
2023-02-22,8,especificar en silla de ruedas que se necesita desde que llega al aeropuerto
2023-02-22,3,Nada preseleccionado
2023-02-22,0,"Eliminar cargos precargados que son opcionales como el de reembolso total.  Tambien me parece que deberian de incluir en su tarifa el costo del asiento mas barato.  Escoger un asiento no es opcional, o sí?  en algun lugar se tiene que sentar uno, no creen?"
2023-02-21,0,NO SIRVE PARA NADA SU PAGINA LLEVO 1 SEMANA INTENTANDO PAGAR DESDE COLOMBIA Y NO SIRVE.
2023-02-21,8,hacer mas amigable la página
2023-02-21,1,LIMITE DE TIEMPO  - VERIFICACIONES INESPERADAS
2023-02-21,8,MUY EXPLICADO
2023-02-21,7,haciendolo mas sencillo el procediimento
2023-02-21,8,Cobran muchas cosas hasta el asiento y sube muchísimo la tarifa final
2023-02-21,6,poniendo precios totales con impuestos
2023-02-21,2,Quiero ver el precio total sin tener que poner toda mi informacion.
2023-02-21,5,caro
2023-02-21,0,NO PERMITE PAGAR
2023-02-21,1,FACILIDAD DE PAGO
2023-02-21,5,estas compliqua
2023-02-21,8,hay secciones que deberían ser más claras para evitar cargos
2023-02-21,6,muchos pasos y cobros extras
2023-02-21,8,puntuañlidad
2023-02-21,7,¿Qué es esa mamada de reembolso total?
2023-02-21,8,más opciones en distintos horarios de vuelos
2023-02-21,4,"Agregan servicios extras sin pedirlo, además te cobran selección de asientos"
2023-02-21,5,demasiados pasos y es engañosa ya que cada accion te la cobran
2023-02-21,8,NO PONER POR DEFAULT CARGOS QUE NO SE DESEAN
2023-02-21,1,mejor sistema en linea
2023-02-21,4,SON DEMACIADOS FILTROS
2023-02-21,1,No pude hacer la compra a meses sin intereses
2023-02-21,1,"engañan con el costo del PROTEGE TU VIAJE, a fuerza quierne engañar al usuario"
2023-02-21,0,no me dejaban poner ninguna de  mis tarjeta y tuve que pagar por paypal
2023-02-21,7,El TUA en el precio de oferta del boleto!
2023-02-21,1,tramposos
2023-02-21,1,"MALISIMO SERVICIO, TRES VECES ME SACÓ LA PÁGINA POR QUE YA NO APLICABA LA TARIFA Y LAS TRES VECES SUBIÓ EL PRECIO . LITERAL TARDÉ SOLO EN PONER LOS DATOS."
2023-02-21,0,"No hay forma en la que pueda pagar, sólo aquí me pasa esto.Intento pagar con mi tarjeta y no me acepta una vez, reviso datos y vuelvo a revisar y nada!No entiendo el problema"
2023-02-21,8,Lo complementos deben ir antes del resumen del monto total de pago.
2023-02-21,8,TIEMPO DE ESPERA
2023-02-21,8,Hacerlo mas practico
2023-02-21,5,"me estaban cobrando la protección de reembolso $185 y tuve que realizar el procedimiento varias veces porque no encontraba done lo podía quitar, solo hasta el ultimo paso lo encontré."
2023-02-21,5,exagerado de publicidad y complicado para comprar
2023-02-21,0,"muy complicado, y ademas no genere ningun punto para doters"
2023-02-21,7,Poder cambiar aeropuerto de regreso
2023-02-21,8,DAR MAS TIEMPO AL COMPRAR Y GUARDAR LA INFORMACION AL MOMENTO DE EDITAR ALGUNA COSA PARA NO VOLVER A HACER TODO EL PROCESO :)
2023-02-21,4,Cambiar lá forma de elegir la fecha de nascimento y otras cosas
2023-02-21,7,"hacerla más ágil y sencilla, sin tantos seguros y cargos predeterminados."
2023-02-21,1,No respestan el asiento elegido cuando estas pagando
2023-02-21,8,Todo muy fácil
2023-02-21,0,dont increase the price of my fucking flight right when i click pay. That would be great
2023-02-21,3,SE TRABA MUCHO
2023-02-21,6,Quise cambiar mi tarifa y no pude.  Hay que poner una opción de vaciar el carrito.
2023-02-21,0,es una reverenda mamada lo del tua
2023-02-21,6,no cobren asignen cobros  de seguros de viaje
2023-02-21,7,"cuando hagas la selección de asientos y tengas pre seleccionado el acceso prioritario y escojas vip, te debería quitar en automático el costo del acceso prioritario, ya que el vip lo tiene en sus beneficios"
2023-02-21,7,SERIA BUENO QUE DEARAN ELEGIR QUE USUARIO LLEVARA MALETAS
2023-02-21,8,mejores tarifas
2023-02-21,5,"No entiendo porque no me dan los Dotters para mis vuelos, al principio dice que si dan una cantidad de Dotters y al final resulta zero Dotters."
2023-02-21,7,quitando lo que no es obligatorio
2023-02-21,2,precio total siempre visible.. INCLUIDOS IMPUESTOS
2023-02-21,6,NO ME GUSTAN LOS CARGOS EXTRAS DE LOS SEGUROS
2023-02-21,2,Ser más especificos con sus cobros.
2023-02-21,6,OK
2023-02-21,8,.
2023-02-21,1,NO DEMORANDO LOS VUELOS Y CON TARIFAS MAS BARATAS Y MEJORES HORARIOS
2023-02-21,0,"No agregando el precio del Reembolso Seguro, para empezar"
2023-02-21,4,Se necesita más asistencia e información para tomar decisiones y hacer el mejor uso del dinero y tiempo
2023-02-21,7,QUITANDO TANTOS GANCHOS  PARA PODER CONFIRMAR SERVICIOS EXTRAS .NOS LOS PONGAN POR DEFAULT
2023-02-21,7,"Para las personas que no viajan continuamente es un poco entendible los cargo, restricciones y algunas siglas para entender."
2023-02-21,7,dura muy poco el tiempo y te saca
2023-02-21,7,Incluyendo una maleta documentada
2023-02-21,1,"mucho cargo extra, no sabes cuanto pagas a l final"
2023-02-21,5,No funciona el inicio de sesión. No guarda puntos doters
2023-02-21,0,El precio se eleva más allá de lo dicho desde un inicio y la página es poco amigable
2023-02-21,7,"Aparentemente todo está bien, pero tengo dudas en cuanto a la seguridad porque hace no mucho me llegó un cargo por un vuelo que yo para nada compré. Inmediatamente me comuniqué con mi banco y afortunadamente tras algunas semanas recuperé mi dinero."
2023-02-21,8,"SI INGRESO A MI USUARIO CON DOTERS NO ME DEJA REALIZAR LA COMPRA, YA VAN 3 OCASIONES QUE LO INTENTO Y NO PERMITE. DEBO COMPRARLOS SIN USUARIO."
2023-02-21,7,Muy lenta
2023-02-21,0,demasiados pagos por cualquir cosa
2023-02-21,8,todo bien
2023-02-21,6,demasiadas  opciones  y cargos  extras. me  gustaría  ver  el precio final desde el pricnipio
2023-02-21,5,"SIMPLIFICANDOLO, ES MUY COMPLICADA"
2023-02-21,5,CAMBIAN LOS PRECIOS MUY RAPIDO
2023-02-21,8,"La aplicación no me cambiaba el vuelo al editar, tarde demasiado."
2023-02-21,5,No es posible que AMLO nos cobre el TUA
2023-02-21,3,No maestro el equipaje añadido in el Costco Al final done te da el total.
2023-02-21,0,no pude pagar mi vuelo con tarjeta
2023-02-21,8,"Los costos iniciales son muy engañosos, aumentan mucho como va avanzando"
2023-02-21,4,"taxes deben verse en el total de inicio al mostrar tarifael precio del asiento cambia al seleccionarse y no coincide con el mostrado en las opciones siempre sube."
2023-02-21,0,NUNCA
2023-02-21,7,No es posible que los precios cambien mentras hace uno la reserva
2023-02-21,5,La experiencia de compra es desgastante. Demaciados pasos y cargos para poder viajar
2023-02-21,8,Sería mejor que el precio apareciera con lso impuestos desde un inicio.
2023-02-21,6,Evitar anuncios y avisar oportunamente sobre cargos adicionales y extras al costo del boleto
2023-02-21,6,STILL HAVING DIFFICULTIES IN GETTING BOOKINGS CONFIRMED.  HAD TO USE A DIFFERENT COMPUTER AND NOT SIGN IN TO MY ACCOUNT
2023-02-21,8,"INCLUIR EL IMPORTE TOTAL DEL VUELO DESDE UN INICIO, Y NO AGREGAR EL TUA AL FINAL, ME PARECE UN ENGAÑO PRESENTAR UN COSTO Y AL FINAL NO SEA EL COSTO REAL."
2023-02-21,7,necesitan quitar el seguro de viaje
2023-02-21,7,El servicio del seguro final seria mejor que el usuario lo escogiera y no que lo tuviera que quitar.
2023-02-21,7,"Me gustaria que los precios fuera al momento, no que cada click es un precio mas por agregar"
2023-02-21,8,Falta una opción sencilla de saltar la selección de asientos sin tener que pagar
2023-02-21,4,Por todo quieren cobrar.
2023-02-21,8,no poner tantas letras chicas
2023-02-21,5,Hay problemas para pagar con tarjetas. Declinan el pago sin razón aparente.
2023-02-21,1,Sin la TUA
2023-02-21,0,por los costos extras son engañosos para el precio del vuelo
2023-02-21,1,"generen herramientas claras, sin intención de que se compren o adquieran extras innecesarios"
2023-02-21,8,muchos gastos adicionales durante la compra
2023-02-21,5,"Bajando sus precios, ya están carísimos"
2023-02-21,6,Dejando de mostrar tantas posibles opciones para agregar al vuelo elegido..... Eso entorpece y hace más lento el tiempo de compra de un vuelo. Gracias!
2023-02-21,8,Muchos pasos y quieren vender muchas cosas
2023-02-21,8,No haciendo que compren más de lo que necesita el usuario
2023-02-21,4,"DEMASIADA INFORMACIÓN SOBRE AGREGAR Y AGREGAR MALETAS, SERVICIOS.TAMBIEN ES MUY ENGAÑOSO QUE PONGAN UN PRECIO DEL VUELO Y LUEGO AGREGAN EL TUA (NO SON HONESTOS Y TRANSPARENTES) HACEN PERDER MUCHO TIEMPO AL USUARIO CON ESTA CONFIGURACIÓN."
2023-02-21,8,Fácil de usar y clara. Sin embargo demasiadas opciones que estorban (como opciones de hoteles)
2023-02-21,0,no se puede ver donde se hace el pago a meses sin intereses y pague completo
2023-02-21,8,Enseñar cobros por TUA desde el inicio
2023-02-21,7,PERMITIENDO ELIMINAR LAS TARIFAS ADICIONALES Y DANDO OPCIÓN A NO ELEGIR ASIENTO
2023-02-21,7,lenta
2023-02-21,8,Fue facil y rápido aunque por la pagina de internet no me aparecian todas las opciones que me aparecian por medio de la computadora.
2023-02-21,1,To much step to buy a ticket.
2023-02-21,8,"Necesito un asesor en línea y preferentemente poder reaizar compras con la tarjeta viva, para vuelos de viva, desde un punto físico."
2023-02-21,0,precios falsos.
2023-02-21,7,se tardaba la pagina
2023-02-21,6,haciendo más visibles las opciones
2023-02-21,7,mensaje de error cuando cambias la moneda para pagar de Peso mexicano a dolar estadounidense
2023-02-21,2,Es muy enredosa y parece que quieren que te equivoques para cobrar más. Mala experiencia de compra
