Unnamed: 0,Date,nps,Comment
3801,2023-03-22 18:21:12,5,ES FACIL
3802,2023-03-22 18:21:08,5,porque tienen  buenos precios
3803,2023-03-22 18:18:35,5,muy facil
3804,2023-03-22 18:16:47,4,k
3805,2023-03-22 18:10:27,4,Ninguno
3806,2023-03-22 18:08:52,5,ES AGIL Y AMIGABLE
3807,2023-03-22 18:03:05,4,PRACTICO
3808,2023-03-22 17:59:34,5,Por la facilidad y velocidad.
3809,2023-03-22 17:55:45,5,"excelente servicio, mas rapidez al abordar."
3810,2023-03-22 17:55:38,5,facil y rapido muchas gracias
3811,2023-03-22 17:54:26,4,Es mas rapido
3812,2023-03-22 17:46:49,5,facilidad
3813,2023-03-22 17:40:48,5,RAPIDEZ
3814,2023-03-22 17:26:37,5,BUEN SERVICIO
3815,2023-03-22 17:25:39,5,es muy confiable la pagina
3816,2023-03-22 17:21:51,5,Para no hacer filas.
3817,2023-03-22 17:20:43,5,ok.
3818,2023-03-22 17:17:04,5,EL SERVICIO ES BUENO Y ECONOMICO AL ALCANCE DE TODAS LAS FAMILIAS MEXICANAS PRINCIPALMENTE
3819,2023-03-22 17:12:39,5,Fue rapido y sencillo
3820,2023-03-22 17:12:05,5,"hasta el momento, es rapido"
3821,2023-03-22 17:09:52,5,Muy sencillo y rápido
3822,2023-03-22 17:07:07,5,super rapido
3823,2023-03-22 17:02:22,5,EFICIENCIA
3824,2023-03-22 16:58:37,5,ok
3825,2023-03-22 16:58:04,5,Es sencillo
3826,2023-03-22 16:56:26,5,muy agil
3827,2023-03-22 16:56:09,5,Eficiente
3828,2023-03-22 16:49:57,4,facilidad de uso
3829,2023-03-22 16:48:04,5,excelente
3830,2023-03-22 16:46:35,5,fue rapido
3831,2023-03-22 16:46:06,5,buenos precios
3832,2023-03-22 16:42:42,5,Buen servicio a buen precio
3833,2023-03-22 16:42:39,4,SI
3834,2023-03-22 16:36:26,5,Es super sencillo y rápido
3835,2023-03-22 16:35:36,5,No tienes que hacer filas para documentar si es que llevas equipaje de mano.
3836,2023-03-22 16:32:12,5,rapido
3837,2023-03-22 16:18:33,5,excelente
3838,2023-03-22 16:18:11,5,Buena comunicación
3839,2023-03-22 16:17:05,5,RAPIDEZ
3840,2023-03-22 16:16:34,5,POR LA FACILIDAD DE LA COMPRA Y PARA EL CHECK INN
3841,2023-03-22 16:12:24,5,hasta ahorita toto el proceso ha sido muy ágil
3842,2023-03-22 16:11:05,4,EFICIENTE
3843,2023-03-22 16:08:52,5,buen servicio
3844,2023-03-22 16:08:44,4,PARA MAYOR SEGURIDAD
3845,2023-03-22 16:08:15,5,muy ágil
3846,2023-03-22 16:07:42,5,MUY ACCESIBLE
3847,2023-03-22 15:49:53,5,SE AJUSTAA MI PRESUPESTO
3848,2023-03-22 15:49:51,5,facil y rapido
3849,2023-03-22 15:47:05,5,Es fácil y rápido
3850,2023-03-22 15:40:06,5,SOLUCIONAN REQUERIMIENTO
3851,2023-03-22 15:38:16,5,Muy facil y rapido
3852,2023-03-22 15:38:05,5,economico
3853,2023-03-22 15:25:32,5,es más ágil a la hora de llegar al aeropuerto
3854,2023-03-22 15:22:35,5,por los precios y rapidez
3855,2023-03-22 15:15:06,4,ES MAS RAPIDO
3856,2023-03-22 15:06:11,4,es amigable la plataforma
3857,2023-03-22 14:59:18,5,DE FACIL ENTENDIMIENTO
3858,2023-03-22 14:59:04,5,RAPIDO
3859,2023-03-22 14:43:20,5,TODO CLARO
3860,2023-03-22 14:37:05,5,Por sencillo y rápido
3861,2023-03-22 14:28:48,5,fácil y rápido
3862,2023-03-22 14:26:29,5,"facil, rapido y sencillo"
3863,2023-03-22 14:16:05,5,Por la eficiencia
3864,2023-03-22 13:52:13,4,"Todo bien, gracias"
3865,2023-03-22 13:11:56,5,Es amigable
3866,2023-03-22 12:33:21,5,rapidez
3867,2023-03-22 12:31:28,5,ES BUENO EL SERVICIO
3868,2023-03-22 11:31:55,5,Simple
3869,2023-03-22 08:27:20,5,"Es facil, y rapido de usar"
3870,2023-03-22 07:57:14,5,Ninguno
3871,2023-03-22 07:15:40,5,"Muy fácil de adquirir tu viaje y económico, gracias"
3872,2023-03-22 07:12:34,4,fue facil. ahora quiero ver el final antes de la encuesta para seber como aparece mi boleto para el cel...
3873,2023-03-22 07:09:47,4,COSTO BENEFICIO
3874,2023-03-22 07:08:40,5,PROCESO MUY CLARO Y SENCILLO
3875,2023-03-22 05:38:46,5,Es muy facil de leer.
3876,2023-03-22 05:37:55,5,"Me fue de mucha utilidad en mi ultimo abordaje, me atendieron con toda prontitud y me consideraron a pesar de mi retraso, muy agradecido y seguiré buscando volar con ustedes."
3877,2023-03-22 05:31:04,5,mb
3878,2023-03-22 05:29:04,5,.
3879,2023-03-22 05:27:55,5,Es rápido y eficiente.
3880,2023-03-22 05:25:53,5,porque es   muy eficiente  solo con  el  inconveniente  de  no  poder obtener pase de abordaje de menores  de edad
3881,2023-03-22 05:07:57,5,Muy sencillo y rápido
3882,2023-03-22 05:02:35,5,MUY ACCESIBLE
3883,2023-03-22 04:43:45,4,buen servicio
3884,2023-03-22 04:22:14,4,ha sido rápido
3885,2023-03-22 04:02:49,4,lo amigable que es el servicio
3886,2023-03-22 03:50:05,5,es muy rápido y sencillo
3887,2023-03-22 03:48:37,5,excelente servicio
3888,2023-03-22 03:28:43,5,Fácil y rápido
3889,2023-03-22 03:23:37,5,Excelente servicio
3890,2023-03-22 03:15:07,5,Es muy facil y practico
3891,2023-03-22 03:11:13,4,.
3892,2023-03-22 03:07:56,5,123
3893,2023-03-22 02:54:11,4,ok
3894,2023-03-22 02:49:17,5,por buen servicio
3895,2023-03-22 02:40:49,4,FACIL Y SENCILLO
3896,2023-03-22 02:38:04,5,ME GUSTA VIAJAR POR VIVA
3897,2023-03-22 02:30:08,5,ES BUENO
3898,2023-03-22 02:27:11,5,servicio rapido
3899,2023-03-22 02:21:35,5,Es muy sencillo de hacer.
3900,2023-03-22 02:20:38,5,BUENA ATENCION
3901,2023-03-22 02:18:31,5,"tarifas accesibles, portal facil de utilizar"
3902,2023-03-22 02:16:50,5,Rapidez de la página. Seguridad al comprar. Amplia oferta de vuelos. Precios muy buenos
3903,2023-03-22 02:09:04,5,exelente servicio
3904,2023-03-22 02:07:38,4,EFICIENTES
3905,2023-03-22 02:00:54,5,FACIL DE ACCESAR
3906,2023-03-22 01:57:04,5,Servicio
3907,2023-03-22 01:50:36,5,Muy fácil y rápido.
3908,2023-03-22 01:49:54,5,POR EL SERVICIO Y LA ATENCION DE LOS EMPLEADOS
3909,2023-03-22 01:48:50,5,es muy práctico
3910,2023-03-22 01:46:43,4,PORQUE SI
3911,2023-03-22 01:35:05,4,ok
3912,2023-03-22 01:30:35,5,la facilidad
3913,2023-03-22 01:26:38,5,precios accesibles
3914,2023-03-22 01:23:30,5,BUEN SERVICIO
3915,2023-03-22 01:22:50,5,BUENO
3916,2023-03-22 01:22:15,5,Facilidad de entendimiento
3917,2023-03-22 01:16:15,5,bueno
3918,2023-03-22 01:14:09,5,muy atentos
3919,2023-03-22 01:12:55,5,ES MUY FÁCIL Y RÁPIDO
3920,2023-03-22 01:12:46,4,NO TUVE NINGUN INCONVENIENTE
3921,2023-03-22 01:11:48,4,Rapido y facil
3922,2023-03-22 01:11:04,4,precio
3923,2023-03-22 01:04:35,5,","
3924,2023-03-22 01:03:31,5,porque se viaja muy a gusto en su aerolinea
3925,2023-03-22 01:02:21,5,Agilidad.
3926,2023-03-22 00:49:57,5,muy facil de hacer
3927,2023-03-22 00:49:12,5,BUENOS PRECIOS
3928,2023-03-22 00:43:23,4,BUEN SERVICIO
3929,2023-03-22 00:41:08,5,MUY BIEN
3930,2023-03-22 00:32:36,5,EXC
3931,2023-03-22 00:22:04,5,muy fácil
3932,2023-03-22 00:20:42,5,"Excelente proceso, excelentes costos y excelente servicio."
3933,2023-03-22 00:20:05,5,me gusta
3934,2023-03-22 00:16:15,5,LA RUTA DIRECTA A MERIDA Y EL TIEMPO
3935,2023-03-22 00:15:49,5,Rapidez al abordar
3936,2023-03-22 00:00:09,5,es muy rápido realizar el proceso
3937,2023-03-21 23:56:35,4,POR SU BUEN TRABAJO A MI ME ENCANTA VIAJAR CON UDS.
3938,2023-03-21 23:55:23,4,Rapidez
3939,2023-03-21 23:48:12,5,EXCELENTE SERVICIO
3940,2023-03-21 23:44:04,4,Fácil de llenar
3941,2023-03-21 23:42:24,5,excelente servicio
3942,2023-03-21 23:37:04,5,Practicidad
3943,2023-03-21 23:35:04,5,excelente servicio
3944,2023-03-21 23:32:05,5,excelente atención
3945,2023-03-21 23:29:57,5,"La respuesta a mis dudas, fue rápida y clara"
3946,2023-03-21 23:25:34,4,facil
3947,2023-03-21 23:14:52,4,porque es sencillo
3948,2023-03-21 23:05:21,5,RECOMENDADO
3949,2023-03-21 23:04:38,5,rapido
3950,2023-03-21 22:58:34,5,PRACTICO
3951,2023-03-21 22:58:26,5,buen servicio
3952,2023-03-21 22:55:06,5,ccc
3953,2023-03-21 22:35:20,5,Por la atención
3954,2023-03-21 22:31:54,4,precios accesibles
3955,2023-03-21 22:31:44,4,T
3956,2023-03-21 22:21:48,4,sin comentarios
3957,2023-03-21 22:06:55,5,EXCELENTE
3958,2023-03-21 21:58:42,4,SIN COMENTARIOS
3959,2023-03-21 21:54:18,4,.
3960,2023-03-21 21:40:30,4,es muy facil su uso
3961,2023-03-21 21:38:05,5,muy entendible
3962,2023-03-21 21:32:41,4,Muy rapido
3963,2023-03-21 21:22:54,5,Es super facil hacer el check in por internet y dan varios dias de antecipo para hacerlo
3964,2023-03-21 21:18:35,4,por la eficiencia y rapidez
3965,2023-03-21 21:14:27,5,BUEN SERVICIO
3966,2023-03-21 21:07:34,5,Muy Facil de navegar
3967,2023-03-21 21:07:24,5,excelente servicio muy amigable
3968,2023-03-21 21:05:50,4,ESTUVO FACIL
3969,2023-03-21 21:00:09,5,ES FACIL
3970,2023-03-21 20:58:05,4,Buen servicio
3971,2023-03-21 20:49:26,4,es fácil
3972,2023-03-21 20:32:17,5,TODO MUY RAPIDO
3973,2023-03-21 20:28:33,5,FÁCIL
3974,2023-03-21 20:28:29,5,Es muy amigable y fácil de usar
3975,2023-03-21 20:24:31,5,todo bien
3976,2023-03-21 20:17:37,5,que no cobren los asientos
3977,2023-03-21 20:17:29,5,por servicio y accesibiliad
3978,2023-03-21 20:15:50,5,ESTA MUY  PRACTICO
3979,2023-03-21 20:14:55,5,PORTODO
3980,2023-03-21 20:13:04,4,me parece bien
3981,2023-03-21 20:07:04,5,ES RAPIDO
3982,2023-03-21 19:56:04,5,COMODO
3983,2023-03-21 19:54:44,4,MUY RAPIDO Y NO HAY MERMA
3984,2023-03-21 19:51:22,4,Es muy practico
3985,2023-03-21 19:47:07,5,BUEN SERVICIO
3986,2023-03-21 19:46:10,5,BUENO
3987,2023-03-21 19:41:13,5,Proceso intuitivo
3988,2023-03-21 19:37:07,5,MUY BUENO
3989,2023-03-21 19:36:43,5,es muy sencillo
3990,2023-03-21 19:35:36,5,MUY BUEN SERVICIO
3991,2023-03-21 19:33:52,4,practicidad
3992,2023-03-21 19:31:48,5,CONFIABLE
3993,2023-03-21 19:24:38,5,Excelente servicio
3994,2023-03-21 19:21:16,5,es facil y rapido
3995,2023-03-21 19:14:22,5,muy rapido la respuesa
3996,2023-03-21 19:10:21,5,rapidez
3997,2023-03-21 19:08:25,5,POR QUE  ES MUY BUEN SERVICIO
3998,2023-03-21 19:07:11,5,es fácil el proceso
3999,2023-03-21 18:58:33,5,Es amigable
4000,2023-03-21 18:57:49,5,Buen servicio
4001,2023-03-21 18:55:36,4,POR ECONOMICOS
4002,2023-03-21 18:48:12,5,Nunca he tenido ningún problema para volar co ustedes
4003,2023-03-21 18:46:51,4,es rapido
4004,2023-03-21 18:46:33,4,MUY EFICIENTE
4005,2023-03-21 18:42:22,5,Fue rapido y eficiente
4006,2023-03-21 18:41:28,5,"FACIL, CLARO"
4007,2023-03-21 18:38:38,5,ES MUY CLARA LA PAGINA
4008,2023-03-21 18:25:49,5,Muy fácil y sencillo
4009,2023-03-21 18:25:49,5,RAPIDO
4010,2023-03-21 18:21:42,5,buena aerolinea
4011,2023-03-21 18:18:37,4,Rápido y Sencillo
4012,2023-03-21 18:18:20,5,por económicos aunque no me gusta cuando no son puntuales
4013,2023-03-21 18:12:38,4,Es rápido
4014,2023-03-21 18:12:25,5,Es sencillo
4015,2023-03-21 18:05:05,5,muy bien
4016,2023-03-21 18:00:17,5,facil proceso
4017,2023-03-21 18:00:06,5,rapido
4018,2023-03-21 17:57:36,5,MUY BUEN SERVICIO
4019,2023-03-21 17:53:27,4,Eficiente
4020,2023-03-21 17:50:15,5,sencillo
4021,2023-03-21 17:50:08,5,Fácil de usar
4022,2023-03-21 17:48:06,5,me agrada mucho su servicio
4023,2023-03-21 17:45:06,5,Intuitivo y mensajes claros
4024,2023-03-21 17:42:26,5,excelente
4025,2023-03-21 17:36:23,4,buen servicio y economico
4026,2023-03-21 17:34:30,4,BUEN SERVICIO
4027,2023-03-21 17:32:49,5,"Rápido, amigable"
4028,2023-03-21 17:30:07,5,Todo bien
4029,2023-03-21 17:25:41,4,Servicio rápido
4030,2023-03-21 17:25:26,5,ES RAPIDO
4031,2023-03-21 17:14:26,4,Buen interfaz e interacción
4032,2023-03-21 17:08:21,5,si
4033,2023-03-21 17:04:42,5,me gusta VIVA
4034,2023-03-21 17:03:20,5,"Es muy sencillo hacer la reservación y todos los procesos, la página va llevando a uno de la mano."
4035,2023-03-21 16:51:08,5,Impresora
4036,2023-03-21 16:50:55,5,x
4037,2023-03-21 16:47:18,5,ES RAPIDO Y FACIL
4038,2023-03-21 16:45:31,5,eficiencia
4039,2023-03-21 16:39:56,5,Facilidad
4040,2023-03-21 16:37:52,5,muy eficaz
4041,2023-03-21 16:37:34,4,SENCILLO Y SIMPLE
4042,2023-03-21 16:37:04,4,ok
4043,2023-03-21 16:35:45,5,buenos precios
4044,2023-03-21 16:33:50,5,*
4045,2023-03-21 16:29:17,5,Muy fasil
4046,2023-03-21 16:21:50,5,Servicio
4047,2023-03-21 16:21:07,5,Fácil de usar y rápido
4048,2023-03-21 16:13:06,4,es fácil
4049,2023-03-21 16:07:23,5,muy buen servicio
4050,2023-03-21 16:03:43,5,Es rapido
4051,2023-03-21 16:02:27,5,ME GUSTA VIAJAR CON USTEDES
4052,2023-03-21 16:02:16,5,Rapidez
4053,2023-03-21 16:01:43,5,"es el vuelo que me acerca a mi lugar de destino, en menor tiempo"
4054,2023-03-21 15:58:36,5,RÁPIDO
4055,2023-03-21 15:43:46,5,Muy ágil todo el procedimiento!
4056,2023-03-21 15:43:04,5,MUY RAPIDO Y EFECTVIO
4057,2023-03-21 15:42:12,5,GRACIAS
4058,2023-03-21 15:39:48,5,rapido y practico
4059,2023-03-21 15:37:09,5,muy agil
4060,2023-03-21 15:26:55,5,Rápido y eficiente
4061,2023-03-21 15:24:04,5,por su practicidad
4062,2023-03-21 15:23:14,5,por su servicio
4063,2023-03-21 15:23:05,5,Todo muy bien y rápido
4064,2023-03-21 15:19:11,5,precio
4065,2023-03-21 15:12:05,4,Fascile
4066,2023-03-21 15:07:43,5,BUEN SERVICIO
4067,2023-03-21 15:04:27,5,RAPIDO
4068,2023-03-21 15:03:49,5,rapido
4069,2023-03-21 15:03:46,5,buen servicio
4070,2023-03-21 15:01:44,5,Ha sido muy fácil realizar el check in
4071,2023-03-21 14:54:25,5,good
4072,2023-03-21 14:53:46,5,Muy buen servicio
4073,2023-03-21 14:40:07,5,DA TIEMPO EN GENERAR LA COMPRA.
4074,2023-03-21 14:29:41,4,bueno
4075,2023-03-21 14:17:34,5,Es sencillo y no necesitas iniciar sesión
4076,2023-03-21 14:12:55,4,SENCILLEZ
4077,2023-03-21 14:07:40,5,"Muy rapido, pagina amigable y ludica-me encanta"
4078,2023-03-21 13:47:05,5,Por seguridad
4079,2023-03-21 13:37:42,5,Muya amigable y dinámica.
4080,2023-03-21 13:20:24,5,"muy rapido, facil y amigable"
4081,2023-03-21 12:11:24,5,rápido
4082,2023-03-21 08:52:39,5,muy claro y rapido
4083,2023-03-21 05:54:44,5,es muy facil
4084,2023-03-21 05:37:11,5,muy buen servicio
4085,2023-03-21 05:27:47,5,es muy sencillo
4086,2023-03-21 04:46:35,5,efectivo y facil
4087,2023-03-21 04:36:38,4,Es agil
4088,2023-03-21 04:05:44,5,Por su eficaz servicio
4089,2023-03-21 03:55:20,5,"Excelente servicio, buenas promociones, sigan asi, los amo."
4090,2023-03-21 03:41:29,4,todo bien
4091,2023-03-21 03:32:51,4,rapido
4092,2023-03-21 03:28:11,5,facil y practico
4093,2023-03-21 03:18:31,5,Muy bueno y facil
4094,2023-03-21 03:12:13,5,Excelente servicio
4095,2023-03-21 02:50:09,5,XXX
4096,2023-03-21 02:16:50,5,"Facilidad, rapidez y comodidad"
4097,2023-03-21 01:56:26,5,Rápido y eficiente
4098,2023-03-21 01:55:10,5,muy fácil
4099,2023-03-21 01:48:20,5,buenservicio
4100,2023-03-21 01:42:44,5,por eficiente
4101,2023-03-21 01:18:45,5,POR sencillo.
4102,2023-03-21 00:38:03,5,MUY BIEN
4103,2023-03-21 00:19:17,4,BUEN SERVICIO
4104,2023-03-21 00:19:04,5,Facil
4105,2023-03-21 00:17:28,4,Lo hacen sencillo
4106,2023-03-21 00:15:42,5,muy facil
4107,2023-03-21 00:12:12,5,facil
4108,2023-03-21 00:05:50,5,rapido  y facil
4109,2023-03-21 00:05:12,5,RAPIDEZ
4110,2023-03-21 00:03:13,5,m
4111,2023-03-21 00:00:12,5,muy buen seervicio
4112,2023-03-20 23:43:34,5,SON EXCELENTES
4113,2023-03-20 23:40:28,4,Muy intuitiva
4114,2023-03-20 23:28:03,5,por que parece muy confiable
4115,2023-03-20 23:26:38,5,excelente servicio
4116,2023-03-20 23:25:05,5,es fácil de manejar
4117,2023-03-20 23:21:13,5,ES RAPIDO
4118,2023-03-20 22:56:19,5,Fácil y prático
4119,2023-03-20 22:32:51,5,fue facil
4120,2023-03-20 22:31:04,4,Buena atencion
4121,2023-03-20 22:25:54,5,ME GUSTA
4122,2023-03-20 22:04:04,5,PORQUE ES FACIL
4123,2023-03-20 21:55:28,4,EFECTIVIDAD
4124,2023-03-20 21:54:34,5,Su plataforma virtual es muy clara.
4125,2023-03-20 21:39:44,5,buen servicio
4126,2023-03-20 21:26:20,5,EXCELENTE SERVICIO
4127,2023-03-20 21:15:23,4,PRECIOS  ACESIBLES
4128,2023-03-20 21:05:05,5,EFICIENTES
4129,2023-03-20 21:02:19,5,hasta el momento no hemos tenido ningun contratiempo
4130,2023-03-20 21:01:08,4,Clara y rapida
4131,2023-03-20 20:47:17,5,BUENOS PRECIOS
4132,2023-03-20 20:34:15,5,lo mejor
4133,2023-03-20 20:32:22,5,FACIL MANEJO DE LA PAGINA Y PRECIO
4134,2023-03-20 20:26:31,5,simple.
4135,2023-03-20 20:12:14,5,Muy ágil el proceso
4136,2023-03-20 19:53:05,5,Muy amigable la plataforma con el usuario
4137,2023-03-20 19:52:24,5,precios y destinos
4138,2023-03-20 19:50:39,5,muy bueno
4139,2023-03-20 19:46:09,5,no
4140,2023-03-20 19:26:26,4,"ES AMIGABLE, SERÍA MEJOR QUE LOS PASES DE ABORDAR ESTUVIERAN EN LA MISMA PÁGINA QUE EL ITINERARIO"
4141,2023-03-20 18:47:55,5,POR SU BUEN SERVICIO
4142,2023-03-20 18:27:26,5,muy facil para viajar
4143,2023-03-20 18:17:05,5,Es facil de usar
4144,2023-03-20 18:13:10,5,"es rápido.    Por favor cambien la ubicacion del check in fisico en el aeropuerto, esta muy lejos de las puertas de abordaje"
4145,2023-03-20 18:08:25,5,GRC
4146,2023-03-20 17:55:08,5,Muy fácil y rápido
4147,2023-03-20 17:45:47,5,POR LA ATENCION DE LA SRITA PAOLA VALENZUELA FUE OPORTUNA Y PRECISA
4148,2023-03-20 17:39:36,5,Rapidez
4149,2023-03-20 17:38:26,5,VIAJO AGUSTO
4150,2023-03-20 17:30:23,5,Es muy fácil y amigable el formato
4151,2023-03-20 17:28:04,5,La facilidad del menu
4152,2023-03-20 17:05:06,5,sss
4153,2023-03-20 17:04:37,5,FUE MUY SENCILLO Y RAPIDO
4154,2023-03-20 16:53:52,4,Me llegó un recordatorio a mi correo con la liga para hacerlo y me parece muy buena iniciativa.
4155,2023-03-20 16:52:27,5,MUY BIEN
4156,2023-03-20 16:51:44,5,PROMOCIONES
4157,2023-03-20 16:51:34,4,Todo bien
4158,2023-03-20 16:49:24,4,por lo fácil y srápido
4159,2023-03-20 16:33:18,5,Fácil transacción
4160,2023-03-20 16:31:33,5,EXCELENTE SERVICIO
4161,2023-03-20 16:27:04,5,ES MUY SENCILLA
4162,2023-03-20 16:25:42,5,EXCELENTE SERVICIO
4163,2023-03-20 16:21:24,5,FACIL SISTEMA
4164,2023-03-20 16:16:53,5,Web amigable
4165,2023-03-20 16:10:58,4,por sencilla
4166,2023-03-20 16:10:26,4,"Aceptablemente bueno, buen precio"
4167,2023-03-20 15:38:04,5,ES RAPIDO
4168,2023-03-20 15:27:41,5,muy amigable  y facil de realizar
4169,2023-03-20 15:17:31,5,POR SU MANERA SENCILLA DE REALIZAR LA OPERACION
4170,2023-03-20 14:58:17,5,es muy facil y rapido
4171,2023-03-20 14:54:48,4,ES FACIL
4172,2023-03-20 14:50:39,5,por el momento es rapido y entendible
4173,2023-03-20 14:42:21,5,FACIL DE HACER EL CHECK IN
4174,2023-03-20 14:38:26,5,por seguridad.
4175,2023-03-20 13:31:49,5,ecxelente servicio
4176,2023-03-20 13:28:55,5,rapido y facil
4177,2023-03-20 13:23:50,5,OK
4178,2023-03-20 08:12:26,5,BIEN
4179,2023-03-20 07:54:07,5,muy agil
4180,2023-03-20 07:12:37,5,por la facilidad de hacer el llenado de check-in
4181,2023-03-20 06:56:25,5,Facilidad
4182,2023-03-20 06:01:53,4,GRACIAS
4183,2023-03-20 05:59:37,5,FLUIDO Y RAPDO
4184,2023-03-20 04:34:07,4,porque fue buena
4185,2023-03-20 04:13:50,5,Excelente servicio
4186,2023-03-20 04:06:35,5,hay muchas opciones para reservar
4187,2023-03-20 03:35:47,5,EXCELENTE SERVICIO
4188,2023-03-20 02:31:56,5,siiii todo muy bien
4189,2023-03-20 02:31:19,5,BIEN
4190,2023-03-20 01:56:22,4,BUEN SERVICIO
4191,2023-03-20 01:41:32,5,POR LO AMIGABLE DE LA PAGINA PARA INTERACTUAR Y EL SERVICIO EXCELENTE
4192,2023-03-20 01:32:10,5,LEALTAD
4193,2023-03-20 01:25:28,4,POR PODER HACER FACIL EL CHECK IN
4194,2023-03-20 00:57:22,5,Muy fácil de usar
4195,2023-03-20 00:51:50,5,EXCELENTE SERVICIO Y RAPIDO
4196,2023-03-20 00:38:33,5,facil
4197,2023-03-20 00:31:16,5,gracias!!
4198,2023-03-20 00:10:49,5,MUY FACIL DE USAR
4199,2023-03-19 23:43:07,5,Es rapido y sencillo
4200,2023-03-19 23:26:53,5,PRECIO
4201,2023-03-19 23:12:11,5,EFICIENCIA
4202,2023-03-19 22:53:21,5,facil
4203,2023-03-19 22:40:55,5,Rapidez
4204,2023-03-19 22:37:51,5,EXCELENTE TUVE QUE HACER UN CAMBIO DE PASAJERO Y MUY FACIL
4205,2023-03-19 22:16:44,5,Calidad del servicio y precio
4206,2023-03-19 21:04:04,5,Na
4207,2023-03-19 21:02:37,5,de mucha confiabilidad
4208,2023-03-19 20:39:23,5,muy eficientes
4209,2023-03-19 20:28:17,5,POR SU RESPONSABILIDAD
4210,2023-03-19 20:27:36,5,Fácil y rápido
4211,2023-03-19 20:23:04,5,"Rápido, sencillo e información clara y concreta"
4212,2023-03-19 19:47:13,5,PAGINA ACCESIBLE Y DE FACIL OPERACION
4213,2023-03-19 19:45:05,5,Es muy sencilla de usar
4214,2023-03-19 19:42:06,5,.
4215,2023-03-19 19:05:15,5,es l omejor de lo mejor
4216,2023-03-19 19:00:06,5,EXCELENTE SERVICIO Y ATENCION TELEFONIOCA
4217,2023-03-19 18:55:11,4,rapido
4218,2023-03-19 18:55:09,5,es fácil de hacer
4219,2023-03-19 18:41:25,5,Facilidad
4220,2023-03-19 18:36:13,5,MUY EFIICIENTE
4221,2023-03-19 18:35:18,5,FACIL
4222,2023-03-19 18:31:39,5,muy buenos precios y facilidad en la compra
4223,2023-03-19 18:28:55,4,rapida y facil
4224,2023-03-19 18:13:56,4,todo bien
4225,2023-03-19 18:11:26,5,EXCELENTE LINEA
4226,2023-03-19 18:00:27,5,chido
4227,2023-03-19 17:40:28,5,..
4228,2023-03-19 17:29:43,5,Muy fácil el proceso a travez de la página WEB
4229,2023-03-19 17:21:23,5,Es muy sencillo
4230,2023-03-19 17:18:29,5,Es Rápido
4231,2023-03-19 16:41:54,5,economía y amigable interfaz
4232,2023-03-19 16:36:56,5,TODO MUY  FACIL
4233,2023-03-19 16:25:09,5,GRAN SERVICIO
4234,2023-03-19 16:24:10,5,muy fácil de usar
4235,2023-03-19 16:09:31,4,mas rapido y facil
4236,2023-03-19 15:53:43,5,Precio mas o menos aceptable
4237,2023-03-19 15:42:41,5,MUY BUENA OPCION
4238,2023-03-19 15:30:46,5,ES MUY FACIL Y RAPIDO
4239,2023-03-19 15:30:42,5,Muy buena
4240,2023-03-19 15:24:14,5,POR LO PRACTICO Y AMABLE DEL SISTEMA
4241,2023-03-19 15:20:18,5,muy eficiente
4242,2023-03-19 14:37:09,5,MEJOR VISTA
4243,2023-03-19 14:35:43,5,EXCELENTE SERVICIO
4244,2023-03-19 14:32:22,5,AGIL
4245,2023-03-19 14:14:51,5,x
4246,2023-03-19 12:42:12,5,EFICIENCIA
4247,2023-03-19 07:56:28,5,Rapidez
4248,2023-03-19 06:51:04,5,ES MUY SENCILLO
4249,2023-03-19 06:21:04,5,bien
4250,2023-03-19 05:06:41,5,facil y rapido
4251,2023-03-19 05:06:35,5,COSTO
4252,2023-03-19 05:05:26,5,Excelente servicio
4253,2023-03-19 04:25:09,5,"Increibles precios y una pagina muy facil de comprender, gracias por la increible experiencia"
4254,2023-03-19 04:01:17,5,respuesta rapida y eficaz
4255,2023-03-19 03:55:11,5,CALIDAD
4256,2023-03-19 03:52:44,5,Hasta ahora todo ha sido un buen servicio
4257,2023-03-19 03:11:05,5,Muy fácil y rápido
4258,2023-03-19 03:07:08,5,es excelente el servicio
4259,2023-03-19 02:54:08,5,El buen servicio del personal y la atencion . Felicidades
4260,2023-03-19 02:15:48,5,POR TODO
4261,2023-03-19 02:12:31,4,es sencillo
4262,2023-03-19 01:34:45,5,EXELENTE
4263,2023-03-19 01:19:41,5,SI
4264,2023-03-19 00:56:07,5,eficiente
4265,2023-03-19 00:41:08,5,hasta ahora todo bien
4266,2023-03-19 00:32:04,5,BIEN
4267,2023-03-19 00:18:44,4,facil entendible
4268,2023-03-19 00:12:06,5,Es muy sencillo y amigable
4269,2023-03-18 23:55:53,5,BUEN SERVICIO
4270,2023-03-18 23:04:30,5,servicio
4271,2023-03-18 22:31:28,5,muy buena carga de la aplicación
4272,2023-03-18 22:23:22,5,.
4273,2023-03-18 22:20:33,5,rapidez
4274,2023-03-18 22:06:56,5,FACIL Y RAPIDO
4275,2023-03-18 21:46:19,5,fácil de realizar
4276,2023-03-18 21:41:28,5,FACIL MANEJO
4277,2023-03-18 21:30:47,5,excelentes
4278,2023-03-18 21:25:05,5,todo muy bien
4279,2023-03-18 21:02:33,5,ES SENCILLO Y RAPIDO DE HACER
4280,2023-03-18 21:00:05,5,PONTUALIDAD
4281,2023-03-18 20:51:29,5,Es muy sencillo.
4282,2023-03-18 20:35:50,4,FACILIDAD DE LA PAGINA WEB
